neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Brooklyn,Kensington,40.6421,-73.98171,Private room,66,2,14,2019-06-01,0.6,4,180
Manhattan,Hell's Kitchen,40.7607,-73.99033,Entire home/apt,320,3,3,2019-07-01,3.0,1,160
Queens,Corona,40.73887,-73.86562,Shared room,30,2,6,2019-07-02,0.76,6,365
Brooklyn,Williamsburg,40.70516,-73.95088,Private room,65,3,2,2016-08-25,0.05,1,0
Manhattan,West Village,40.73837,-74.00586,Entire home/apt,1200,6,1,2019-01-04,0.16,1,290
Manhattan,Hell's Kitchen,40.75364,-73.99291,Entire home/apt,149,31,4,2019-06-01,1.85,1,135
Manhattan,Upper West Side,40.78694,-73.97218,Entire home/apt,100,31,1,2018-07-22,0.09,3,161
Manhattan,Upper East Side,40.77277,-73.94965,Entire home/apt,175,1,7,2018-10-30,0.51,1,0
Manhattan,West Village,40.73433,-74.0036,Entire home/apt,195,5,52,2019-02-07,0.74,1,0
Manhattan,Hell's Kitchen,40.76398,-73.99087,Entire home/apt,250,2,1,2019-04-21,0.38,1,9
Manhattan,Hell's Kitchen,40.76802,-73.9906,Private room,130,2,5,2019-06-23,0.71,1,78
Manhattan,West Village,40.73896,-74.00522,Entire home/apt,175,4,5,2017-12-03,0.07,1,0
Manhattan,Gramercy,40.73338,-73.98315,Entire home/apt,499,4,41,2019-06-30,3.31,1,10
Manhattan,Hell's Kitchen,40.75483,-73.99468,Entire home/apt,160,3,21,2019-06-24,0.6,1,3
Manhattan,Chelsea,40.7429,-73.99344,Private room,125,1,1,2017-01-30,0.03,1,0
Manhattan,East Harlem,40.79088,-73.94261,Entire home/apt,120,5,52,2019-07-01,1.29,2,323
Brooklyn,Bedford-Stuyvesant,40.68413,-73.92693,Entire home/apt,120,3,207,2019-06-23,3.04,1,237
Brooklyn,Greenpoint,40.7347,-73.95479,Entire home/apt,87,4,1,2017-12-27,0.05,1,0
Queens,East Elmhurst,40.76887,-73.8741,Private room,75,1,33,2019-07-06,4.63,3,81
Brooklyn,Williamsburg,40.70666,-73.93666,Private room,45,3,31,2019-03-03,1.01,1,0
Manhattan,West Village,40.73075,-74.00238,Entire home/apt,110,45,21,2018-01-02,0.31,1,0
Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,200,3,162,2019-06-15,2.84,1,208
Manhattan,Harlem,40.8179,-73.9539,Private room,75,2,52,2017-03-08,1.04,3,0
Brooklyn,Bushwick,40.7017,-73.93716,Private room,55,1,88,2019-07-07,2.43,2,102
Manhattan,Chinatown,40.71695,-73.99031,Entire home/apt,149,4,12,2019-06-03,0.14,1,203
Queens,Ridgewood,40.70142,-73.90515,Entire home/apt,90,1,22,2019-06-30,1.64,2,5
Brooklyn,Williamsburg,40.71428,-73.961,Entire home/apt,380,4,62,2019-01-02,0.75,2,170
Manhattan,Harlem,40.82231,-73.95626,Private room,75,3,14,2019-01-02,0.29,3,20
Brooklyn,Canarsie,40.64076,-73.88298,Entire home/apt,90,3,44,2019-06-26,1.82,1,126
Brooklyn,Bay Ridge,40.63461,-74.02451,Entire home/apt,126,1,188,2019-06-24,5.81,1,295
Brooklyn,Gowanus,40.68334,-73.9847,Private room,64,7,1,2015-10-03,0.02,1,0
Manhattan,West Village,40.73096,-74.00319,Entire home/apt,500,4,46,2019-05-18,0.55,2,243
Queens,Ditmars Steinway,40.77611,-73.90818,Private room,40,20,1,2019-07-01,1.0,1,156
Manhattan,Harlem,40.82811,-73.94372,Private room,49,2,79,2019-06-09,1.22,3,52
Manhattan,Midtown,40.753,-73.97364,Private room,252,2,3,2018-10-20,0.16,13,327
Manhattan,Harlem,40.83342,-73.94949,Private room,40,1,6,2019-03-22,0.16,1,0
Queens,Richmond Hill,40.69659,-73.81435,Entire home/apt,90,2,54,2019-07-07,2.69,1,283
Brooklyn,Williamsburg,40.71214,-73.95837,Entire home/apt,175,2,28,2019-04-22,0.7,1,0
Queens,Astoria,40.76169,-73.90819,Private room,49,1,6,2019-05-06,0.24,2,359
Brooklyn,Boerum Hill,40.68564,-73.98408,Entire home/apt,105,14,48,2019-05-23,1.02,1,74
Manhattan,Chinatown,40.7155,-73.99198,Entire home/apt,120,20,4,2017-10-09,0.13,1,0
Brooklyn,Flatbush,40.65051,-73.95586,Private room,35,4,7,2019-06-26,1.17,1,20
Brooklyn,Williamsburg,40.70915,-73.96479,Private room,95,30,35,2019-06-23,2.97,2,365
Manhattan,Washington Heights,40.83559,-73.94095,Private room,60,2,13,2017-01-31,0.15,1,0
Brooklyn,Bedford-Stuyvesant,40.69416,-73.95117,Private room,50,1,5,2017-08-25,0.21,2,0
Brooklyn,Bushwick,40.69078,-73.92167,Private room,70,1,109,2019-06-30,3.19,1,364
Brooklyn,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,2,233,2019-06-24,2.09,3,342
Manhattan,Upper West Side,40.79982,-73.96058,Entire home/apt,135,2,1,2017-09-10,0.04,1,0
Brooklyn,Bedford-Stuyvesant,40.68726,-73.94176,Entire home/apt,125,21,2,2019-05-09,0.65,1,250
Brooklyn,Flatbush,40.64017,-73.96417,Entire home/apt,85,3,3,2019-06-29,3.0,5,86
Manhattan,Chelsea,40.74465,-73.99253,Entire home/apt,129,30,3,2017-12-31,0.07,121,161
Manhattan,Harlem,40.80477,-73.94797,Private room,125,3,14,2019-07-01,0.42,1,121
Manhattan,Chelsea,40.74682,-74.00417,Private room,135,5,1,2015-08-09,0.02,1,0
Manhattan,Midtown,40.76355,-73.98102,Entire home/apt,249,3,1,2019-06-30,1.0,1,149
Bronx,Throgs Neck,40.82696,-73.81927,Private room,40,4,34,2019-06-21,2.54,4,37
Manhattan,Midtown,40.75276,-73.96582,Entire home/apt,675,28,1,2019-02-26,0.23,49,251
Manhattan,East Village,40.72527,-73.98347,Entire home/apt,206,1,1,2016-06-05,0.03,1,0
Brooklyn,Bedford-Stuyvesant,40.68772,-73.94094,Private room,55,2,5,2018-09-23,0.27,2,0
Brooklyn,Bushwick,40.68947,-73.91544,Private room,45,2,30,2019-03-27,1.31,5,0
Brooklyn,Williamsburg,40.72114,-73.96307,Entire home/apt,125,20,1,2019-06-13,1.0,1,122
Brooklyn,Williamsburg,40.70739,-73.94726,Private room,60,6,3,2018-07-30,0.14,2,254
Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,2019-06-22,1.8,1,47
Brooklyn,Navy Yard,40.69851,-73.96961,Entire home/apt,142,2,3,2017-08-28,0.11,1,0
Manhattan,Midtown,40.75581,-73.96605,Entire home/apt,190,1,7,2019-05-07,0.51,1,156
Brooklyn,Bedford-Stuyvesant,40.68597,-73.93873,Entire home/apt,125,5,4,2019-07-01,1.2,1,0
Queens,South Ozone Park,40.67425,-73.82231,Entire home/apt,115,1,23,2019-06-22,5.95,1,66
Manhattan,Hell's Kitchen,40.76287,-73.9957,Entire home/apt,99,3,46,2018-01-04,0.56,1,31
Manhattan,East Harlem,40.78591,-73.94234,Private room,70,1,6,2019-01-22,0.95,1,0
Manhattan,East Harlem,40.7885,-73.95093,Private room,80,2,2,2019-07-01,2.0,1,11
Brooklyn,Bedford-Stuyvesant,40.69022,-73.93077,Private room,79,1,291,2019-06-29,6.26,7,26
Brooklyn,Crown Heights,40.67731,-73.94616,Entire home/apt,150,5,9,2019-01-02,0.35,1,78
Manhattan,Hell's Kitchen,40.7603,-73.98822,Private room,149,5,13,2019-06-23,1.26,1,123
Brooklyn,Crown Heights,40.66734,-73.94232,Private room,44,2,5,2018-06-26,0.38,1,0
Manhattan,Harlem,40.81401,-73.95393,Private room,69,2,1,2019-06-25,1.0,9,365
Manhattan,Theater District,40.76226,-73.98537,Entire home/apt,175,3,5,2019-06-14,0.58,1,83
Brooklyn,Bushwick,40.69528,-73.93079,Entire home/apt,85,1,208,2019-07-06,4.14,4,197
Manhattan,Flatiron District,40.73955,-73.98568,Entire home/apt,275,2,4,2018-01-01,0.1,1,0
Manhattan,Upper East Side,40.769,-73.9541,Entire home/apt,200,2,5,2016-05-22,0.11,1,0
Brooklyn,Bedford-Stuyvesant,40.67936,-73.9072,Private room,40,2,41,2019-04-28,2.59,3,0
Manhattan,Greenwich Village,40.72774,-74.00161,Private room,60,2,2,2018-03-15,0.12,1,0
Bronx,Williamsbridge,40.88192,-73.86186,Private room,60,1,70,2019-06-21,3.55,1,283
Manhattan,Harlem,40.81995,-73.94607,Private room,70,3,122,2019-06-29,2.19,2,243
Brooklyn,Williamsburg,40.70885,-73.94586,Private room,125,2,3,2017-04-08,0.1,1,0
Brooklyn,Bushwick,40.68881,-73.91992,Private room,50,5,18,2019-06-16,7.01,1,12
Manhattan,Chelsea,40.74034,-74.00259,Private room,72,14,11,2017-12-08,0.16,3,297
Queens,Forest Hills,40.71895,-73.84249,Private room,120,1,3,2018-10-07,0.29,1,322
Queens,Astoria,40.7558,-73.92377,Private room,50,5,37,2019-04-22,0.59,1,313
Brooklyn,Red Hook,40.67575,-74.01183,Entire home/apt,93,2,37,2019-06-21,1.32,1,222
Manhattan,SoHo,40.72566,-74.00075,Entire home/apt,187,2,7,2019-06-30,0.64,1,4
Queens,Astoria,40.76847,-73.90852,Private room,100,1,1,2019-06-27,1.0,3,89
Manhattan,Hell's Kitchen,40.76041,-73.99496,Entire home/apt,450,6,15,2019-06-30,0.44,1,364
Manhattan,Upper West Side,40.79114,-73.9671,Private room,175,4,11,2019-06-27,0.77,2,63
Manhattan,East Harlem,40.7888,-73.94844,Entire home/apt,240,4,229,2019-07-01,3.67,2,52
Bronx,East Morrisania,40.83285,-73.8879,Entire home/apt,60,1,22,2019-07-07,2.4,1,279
Manhattan,Upper East Side,40.77243,-73.95016,Entire home/apt,96,2,34,2019-06-24,0.75,1,0
Brooklyn,Crown Heights,40.67395,-73.95682,Entire home/apt,135,3,17,2018-12-31,0.68,1,0
Manhattan,Washington Heights,40.84542,-73.93945,Private room,55,1,1,2019-04-19,0.37,1,157
Manhattan,Inwood,40.86182,-73.93088,Private room,57,14,4,2018-08-17,0.11,1,0
Manhattan,Inwood,40.86395,-73.92007,Private room,34,1,15,2018-05-17,0.85,1,0
Manhattan,Hell's Kitchen,40.76385,-73.99219,Entire home/apt,299,2,26,2019-03-31,1.76,5,0
Brooklyn,Greenpoint,40.73757,-73.95509,Entire home/apt,80,2,22,2019-06-08,3.84,3,5
Brooklyn,Williamsburg,40.71294,-73.95866,Private room,95,2,25,2019-06-23,2.19,3,342
Brooklyn,Bedford-Stuyvesant,40.69507,-73.94332,Entire home/apt,125,2,202,2019-06-24,4.76,1,276
Brooklyn,Bedford-Stuyvesant,40.69194,-73.95952,Entire home/apt,195,3,78,2019-05-12,1.13,1,312
Brooklyn,Bedford-Stuyvesant,40.69407,-73.94275,Entire home/apt,196,5,4,2019-05-05,0.22,1,3
Manhattan,Tribeca,40.7172,-74.00675,Entire home/apt,295,3,3,2018-12-08,0.33,1,17
Bronx,Wakefield,40.90484,-73.84489,Private room,120,1,1,2019-04-08,0.32,1,268
Brooklyn,Clinton Hill,40.6921,-73.96797,Entire home/apt,145,3,16,2019-06-15,0.31,1,96
Queens,Long Island City,40.75283,-73.92915,Private room,73,2,97,2019-06-09,1.44,3,359
Brooklyn,Bensonhurst,40.61277,-73.99695,Private room,60,3,43,2019-06-13,1.65,2,173
Queens,Sunnyside,40.74304,-73.91699,Private room,73,1,1,2018-07-30,0.09,1,0
Manhattan,Morningside Heights,40.80508,-73.96262,Private room,55,2,4,2016-05-11,0.09,1,0
Brooklyn,East Flatbush,40.64933,-73.94539,Entire home/apt,110,1,57,2019-06-10,5.06,3,223
Brooklyn,Bushwick,40.69988,-73.92072,Private room,55,30,4,2019-04-12,0.58,17,358
Manhattan,Washington Heights,40.8471,-73.93501,Entire home/apt,75,1,17,2019-05-26,0.55,1,253
Brooklyn,Williamsburg,40.71207,-73.95784,Entire home/apt,122,3,18,2019-06-24,1.87,1,61
Queens,Long Island City,40.74583,-73.95363,Entire home/apt,150,3,2,2019-04-21,0.32,1,3
Brooklyn,Crown Heights,40.67024,-73.93406,Entire home/apt,69,1,7,2017-04-30,0.23,2,0
Brooklyn,Bedford-Stuyvesant,40.68625,-73.94045,Entire home/apt,192,1,2,2018-08-27,0.17,1,0
Manhattan,Upper West Side,40.77702,-73.98052,Entire home/apt,224,2,2,2019-07-07,2.0,1,16
Manhattan,Upper East Side,40.76747,-73.95451,Entire home/apt,120,2,2,2018-12-28,0.27,1,0
Manhattan,West Village,40.73176,-74.00348,Entire home/apt,130,6,8,2019-01-02,0.41,1,0
Manhattan,West Village,40.73128,-74.00475,Entire home/apt,179,3,5,2019-06-28,5.0,1,164
Brooklyn,Greenpoint,40.72532,-73.93992,Entire home/apt,199,30,8,2018-07-17,0.14,52,308
Brooklyn,Prospect Heights,40.68034,-73.97321,Private room,130,2,8,2018-06-24,0.11,1,0
Manhattan,Hell's Kitchen,40.75967,-73.99219,Entire home/apt,499,3,6,2019-07-06,4.62,1,361
Brooklyn,Williamsburg,40.71532,-73.93951,Entire home/apt,115,4,38,2019-01-02,0.89,1,0
Manhattan,West Village,40.73795,-74.00593,Entire home/apt,495,3,29,2019-03-12,0.38,1,22
Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,Entire home/apt,150,29,11,2019-06-05,0.49,1,95
Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-06-11,1.49,2,38
Manhattan,Chelsea,40.74449,-73.99445,Entire home/apt,275,3,63,2019-06-16,1.02,1,323
Manhattan,Upper West Side,40.78206,-73.97797,Entire home/apt,330,4,11,2017-11-25,0.18,1,260
Manhattan,Harlem,40.81804,-73.94375,Entire home/apt,100,2,2,2018-12-31,0.27,1,0
Manhattan,West Village,40.73058,-74.0021,Entire home/apt,200,3,6,2018-11-27,0.45,1,0
Brooklyn,Greenpoint,40.73547,-73.95495,Private room,55,2,4,2017-10-23,0.18,1,0
Brooklyn,Bushwick,40.69576,-73.93254,Private room,150,30,2,2018-12-29,0.27,1,143
Manhattan,Hell's Kitchen,40.75765,-73.99247,Entire home/apt,211,3,4,2019-06-28,4.0,1,56
Manhattan,East Harlem,40.79794,-73.93223,Private room,58,1,323,2019-07-01,4.3,1,284
Brooklyn,Williamsburg,40.71719,-73.94795,Entire home/apt,300,3,2,2019-06-03,0.98,1,59
Brooklyn,Greenpoint,40.72085,-73.94132,Entire home/apt,100,2,5,2018-05-28,0.23,1,0
Brooklyn,Bedford-Stuyvesant,40.69033,-73.94848,Entire home/apt,90,5,1,2019-01-22,0.18,1,1
Bronx,Pelham Gardens,40.86437,-73.8485,Private room,47,2,40,2019-04-16,1.58,2,339
Queens,Elmhurst,40.74507,-73.88352,Private room,58,6,76,2019-06-21,1.75,5,279
Brooklyn,Williamsburg,40.71494,-73.93906,Private room,75,30,1,2019-04-28,0.42,1,271
Manhattan,Financial District,40.70608,-74.01112,Entire home/apt,416,2,7,2019-06-08,1.72,327,338
Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289,Entire home/apt,130,3,18,2019-06-18,0.25,1,1
Brooklyn,Williamsburg,40.71325,-73.95874,Entire home/apt,170,1,1,2019-06-28,1.0,1,77
Brooklyn,Bedford-Stuyvesant,40.68537,-73.9329,Entire home/apt,75,2,1,2017-08-11,0.04,1,0
Bronx,Norwood,40.87709,-73.88228,Private room,38,1,50,2018-06-27,1.1,4,267
Brooklyn,Bedford-Stuyvesant,40.69724,-73.94914,Private room,53,1,351,2019-06-24,6.09,4,0
Manhattan,Midtown,40.74957,-73.98255,Entire home/apt,195,3,5,2018-05-19,0.1,1,0
Manhattan,Murray Hill,40.74817,-73.97595,Private room,150,2,74,2019-07-01,2.34,1,112
Brooklyn,Brownsville,40.65832,-73.90486,Private room,65,1,1,2018-09-19,0.1,1,0
Brooklyn,Crown Heights,40.67637,-73.95755,Entire home/apt,125,3,1,2017-07-16,0.04,1,0
Manhattan,Washington Heights,40.84257,-73.93805,Private room,35,30,1,2017-07-31,0.04,1,0
Manhattan,Midtown,40.75252,-73.96667,Entire home/apt,714,28,1,2019-02-03,0.19,49,257
Brooklyn,Crown Heights,40.67183,-73.94934,Entire home/apt,160,2,129,2019-07-07,3.91,1,220
Bronx,Port Morris,40.80872,-73.93051,Private room,49,2,59,2019-06-11,1.59,4,148
Queens,Jamaica,40.71107,-73.78429,Private room,72,1,10,2019-06-30,0.54,1,175
Brooklyn,South Slope,40.66499,-73.97925,Entire home/apt,400,2,16,2018-12-30,0.24,2,216
Manhattan,Harlem,40.82427,-73.94428,Private room,58,5,66,2018-12-16,0.91,1,242
Manhattan,Inwood,40.86471,-73.92422,Private room,47,2,3,2018-07-18,0.23,2,0
Manhattan,Washington Heights,40.85531,-73.9283,Private room,75,2,1,2019-04-29,0.42,2,58
Brooklyn,Williamsburg,40.71494,-73.94652,Entire home/apt,200,90,4,2018-10-07,0.4,1,364
Brooklyn,Bedford-Stuyvesant,40.68647,-73.92494,Private room,45,4,2,2015-09-29,0.04,1,0
Brooklyn,Borough Park,40.63524,-74.0039,Private room,55,1,1,2019-06-23,1.0,6,358
Manhattan,Lower East Side,40.72007,-73.98775,Private room,59,3,36,2019-06-18,0.8,5,349
Brooklyn,Greenpoint,40.7258,-73.9515,Private room,45,7,2,2016-09-08,0.05,1,0
Brooklyn,Bushwick,40.69038,-73.91462,Private room,52,18,24,2019-05-08,0.49,8,76
Manhattan,Lower East Side,40.72112,-73.98493,Private room,80,5,5,2018-01-12,0.26,2,0
Manhattan,Hell's Kitchen,40.76181,-73.98865,Private room,110,3,111,2019-07-01,4.95,2,128
Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2019-06-29,2.18,1,236
Brooklyn,Bedford-Stuyvesant,40.68285,-73.91484,Private room,85,14,32,2019-01-02,0.92,4,115
Manhattan,Nolita,40.7208,-73.99647,Entire home/apt,80,1,1,2015-07-12,0.02,1,0
Brooklyn,Bushwick,40.70518,-73.92165,Private room,65,1,52,2019-06-29,1.7,3,179
Manhattan,Lower East Side,40.72257,-73.98884,Entire home/apt,117,1,4,2018-03-27,0.24,1,0
Brooklyn,Carroll Gardens,40.68283,-73.99813,Entire home/apt,240,3,14,2019-05-27,0.21,1,199
Brooklyn,Bedford-Stuyvesant,40.68166,-73.91625,Private room,85,12,4,2019-03-23,0.42,4,365
Brooklyn,Williamsburg,40.71702,-73.95732,Private room,75,2,1,2017-09-21,0.05,1,0
Queens,Woodhaven,40.69658,-73.85615,Private room,50,1,2,2019-07-06,2.0,1,359
Brooklyn,Brownsville,40.66835,-73.92335,Entire home/apt,90,3,26,2019-07-07,3.17,1,138
Queens,Ditmars Steinway,40.77248,-73.89263,Private room,52,1,32,2019-07-05,2.83,4,355
Manhattan,East Village,40.73294,-73.98847,Entire home/apt,178,3,40,2019-06-05,2.75,2,83
Brooklyn,Bushwick,40.69935,-73.92407,Private room,43,2,17,2019-06-24,4.05,2,68
Manhattan,Midtown,40.75427,-73.96689,Entire home/apt,85,30,2,2019-05-08,0.05,5,83
Manhattan,Harlem,40.82747,-73.94224,Private room,45,3,42,2019-06-03,1.78,2,252
Manhattan,Hell's Kitchen,40.7653,-73.98737,Private room,105,3,42,2019-06-27,2.71,1,286
Brooklyn,Prospect Heights,40.67427,-73.96511,Entire home/apt,150,3,28,2019-05-15,0.6,1,168
Bronx,Parkchester,40.83516,-73.86024,Entire home/apt,85,2,1,2019-06-24,1.0,4,349
Brooklyn,Borough Park,40.6348,-74.00304,Private room,60,1,6,2019-06-23,2.25,2,46
Bronx,Kingsbridge,40.87829,-73.89337,Private room,57,3,20,2019-06-30,0.43,1,311
Manhattan,Chinatown,40.71661,-73.99275,Entire home/apt,176,30,1,2019-06-19,1.0,1,339
Manhattan,Inwood,40.86083,-73.92626,Entire home/apt,140,3,5,2016-12-27,0.13,1,8
Manhattan,Chelsea,40.74068,-74.00279,Entire home/apt,250,1,1,2015-09-30,0.02,1,0
Brooklyn,Prospect Heights,40.6769,-73.96485,Private room,150,1,2,2015-04-24,0.04,1,0
Manhattan,Harlem,40.82257,-73.94543,Entire home/apt,300,5,91,2019-06-21,1.65,3,288
Brooklyn,South Slope,40.66929,-73.98707,Entire home/apt,163,5,12,2019-05-30,0.43,1,192
Manhattan,West Village,40.74004,-74.00426,Entire home/apt,150,16,5,2019-07-03,0.06,1,339
Manhattan,Harlem,40.82794,-73.94194,Entire home/apt,90,1,3,2017-09-27,0.12,1,0
Manhattan,West Village,40.7317,-74.00395,Entire home/apt,150,30,1,2019-06-30,1.0,2,103
Queens,Astoria,40.75729,-73.91591,Private room,75,22,37,2019-06-01,1.35,2,69
Manhattan,Upper East Side,40.78164,-73.94717,Private room,60,3,5,2019-06-29,1.47,9,0
Queens,East Elmhurst,40.75625,-73.88957,Private room,64,1,44,2019-04-20,2.21,1,0
Queens,Long Island City,40.76049,-73.9288,Entire home/apt,110,2,2,2019-07-07,2.0,1,21
Manhattan,Midtown,40.76493,-73.98066,Entire home/apt,700,2,5,2018-12-23,0.1,1,63
Manhattan,Upper West Side,40.79194,-73.96913,Entire home/apt,200,30,28,2018-01-15,0.45,3,0
Queens,Jamaica,40.66726,-73.78666,Private room,70,5,43,2019-06-25,3.61,2,365
Manhattan,Upper West Side,40.79967,-73.96251,Entire home/apt,330,3,3,2017-07-13,0.11,2,0
Brooklyn,Williamsburg,40.71558,-73.94877,Private room,95,2,14,2019-06-21,3.44,1,32
Queens,Ditmars Steinway,40.77145,-73.9125,Entire home/apt,150,3,37,2019-06-22,4.1,2,7
Queens,Ridgewood,40.70967,-73.90962,Private room,45,3,3,2018-11-30,0.41,1,179
Brooklyn,Greenpoint,40.7223,-73.94938,Entire home/apt,130,1,43,2019-05-05,0.84,1,0
Manhattan,Inwood,40.87188,-73.91936,Entire home/apt,85,1,2,2018-04-02,0.12,1,188
Brooklyn,Bushwick,40.70039,-73.93009,Private room,60,7,74,2019-06-15,3.98,3,31
Manhattan,Murray Hill,40.74817,-73.98211,Entire home/apt,325,2,5,2017-11-15,0.18,1,0
Brooklyn,Bedford-Stuyvesant,40.68469,-73.94885,Entire home/apt,175,5,10,2018-09-23,0.49,1,0
Brooklyn,East Flatbush,40.65222,-73.95016,Private room,35,1,5,2018-11-30,0.42,1,0
Manhattan,Hell's Kitchen,40.7595,-73.98967,Entire home/apt,360,1,13,2016-01-17,0.28,1,188
Manhattan,NoHo,40.72651,-73.99196,Entire home/apt,295,2,15,2019-06-02,0.94,1,51
Brooklyn,Park Slope,40.67102,-73.9808,Private room,100,1,1,2015-07-19,0.02,1,0
Brooklyn,Williamsburg,40.70728,-73.92989,Private room,79,1,11,2017-08-18,0.42,3,0
Manhattan,Harlem,40.82039,-73.95514,Private room,40,1,5,2016-01-03,0.08,2,0
Manhattan,Little Italy,40.71855,-73.99791,Entire home/apt,189,1,168,2019-06-22,3.71,1,347
Brooklyn,Bedford-Stuyvesant,40.68823,-73.93367,Entire home/apt,126,2,181,2019-06-23,4.73,1,182
Queens,Long Island City,40.75226,-73.94089,Entire home/apt,110,1,9,2015-09-26,0.19,1,0
Manhattan,Harlem,40.81698,-73.95259,Entire home/apt,115,3,71,2019-04-07,1.43,1,4
Queens,Queens Village,40.70807,-73.73059,Entire home/apt,99,2,15,2019-05-01,0.67,2,90
Brooklyn,Bushwick,40.69403,-73.92673,Entire home/apt,86,4,4,2018-07-29,0.3,1,0
Brooklyn,Bushwick,40.69395,-73.92418,Entire home/apt,69,10,11,2017-06-25,0.27,1,226
Manhattan,East Village,40.72877,-73.98249,Entire home/apt,189,19,1,2019-01-04,0.16,1,200
Queens,Maspeth,40.72194,-73.91138,Private room,59,1,85,2019-06-30,1.85,1,176
Manhattan,East Harlem,40.79631,-73.94348,Private room,79,3,66,2019-06-25,2.67,1,263
Manhattan,Upper East Side,40.77993,-73.94879,Private room,89,1,91,2019-06-14,1.71,1,166
Brooklyn,South Slope,40.66769,-73.98886,Entire home/apt,190,3,39,2019-06-25,1.07,2,226
Brooklyn,Greenpoint,40.72392,-73.948,Entire home/apt,175,4,3,2019-04-22,0.58,1,0
Brooklyn,Bushwick,40.69718,-73.92157,Private room,45,2,72,2019-06-29,2.54,1,51
Manhattan,Upper East Side,40.7658,-73.95812,Private room,50,1,37,2019-07-01,6.42,4,22
Manhattan,East Harlem,40.79477,-73.93282,Private room,90,2,3,2018-01-04,0.15,1,0
Brooklyn,Greenpoint,40.72556,-73.94104,Private room,49,1,2,2016-06-08,0.05,1,0
Brooklyn,Bedford-Stuyvesant,40.68407,-73.93944,Private room,51,3,36,2019-06-23,3.04,2,32
Manhattan,Financial District,40.70375,-74.00807,Entire home/apt,232,29,1,2018-11-10,0.12,96,299
Staten Island,Mariners Harbor,40.63179,-74.16122,Private room,40,5,1,2018-04-12,0.07,1,87
Manhattan,East Harlem,40.79793,-73.94334,Entire home/apt,109,1,3,2018-12-29,0.45,1,0
Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,2019-07-04,1.06,3,67
Manhattan,Midtown,40.74847,-73.98629,Entire home/apt,180,1,5,2019-06-19,3.41,1,260
Brooklyn,Williamsburg,40.71539,-73.95426,Private room,65,4,2,2018-11-20,0.04,1,0
Brooklyn,South Slope,40.66615,-73.98712,Entire home/apt,225,2,78,2019-06-09,3.18,1,80
Brooklyn,Williamsburg,40.70644,-73.93968,Private room,60,3,2,2016-10-10,0.06,1,0
Manhattan,Harlem,40.82469,-73.94029,Private room,115,1,2,2016-12-06,0.05,1,0
Manhattan,Upper East Side,40.78301,-73.95085,Entire home/apt,165,1,166,2019-06-23,3.3,1,210
Brooklyn,South Slope,40.66455,-73.98479,Entire home/apt,195,3,6,2018-08-21,0.16,1,0
Manhattan,East Village,40.72832,-73.9852,Entire home/apt,365,2,62,2019-07-01,1.02,1,28
Manhattan,East Village,40.72413,-73.98091,Entire home/apt,650,10,1,2018-08-25,0.09,1,23
Brooklyn,Bedford-Stuyvesant,40.68952,-73.94309,Entire home/apt,295,2,16,2017-07-30,0.44,1,0
Manhattan,East Harlem,40.79926,-73.94499,Entire home/apt,125,3,2,2018-04-15,0.13,1,249
Manhattan,Upper East Side,40.77932,-73.95343,Entire home/apt,109,30,2,2019-06-01,1.43,1,197
Brooklyn,Boerum Hill,40.68773,-73.98778,Entire home/apt,175,5,9,2019-04-11,0.68,1,6
Brooklyn,Williamsburg,40.70936,-73.94427,Private room,86,2,28,2019-06-30,2.61,3,365
Manhattan,Upper West Side,40.78177,-73.97878,Private room,85,2,23,2019-04-13,2.64,1,79
Manhattan,Upper East Side,40.78071,-73.95309,Entire home/apt,240,5,4,2019-02-23,0.09,1,0
Manhattan,Morningside Heights,40.80441,-73.96352,Private room,85,1,46,2019-07-05,5.59,4,20
Manhattan,Washington Heights,40.83532,-73.94428,Private room,47,5,4,2019-06-26,1.58,6,272
Brooklyn,Kensington,40.64465,-73.97871,Private room,45,3,5,2017-04-12,0.18,1,0
